hash,trainable_parameters,training_time,train_accuracy,validation_accuracy,test_accuracy
-5843978691467006078,48231818,4999.4775390625,1.0,0.9219751358032227,0.9193710088729858
806861926589867414,5468787,1417.0048828125,0.9995993375778198,0.9055488705635071,0.8977363705635071
1284490202583365514,49105546,5178.6767578125,1.0,0.9420071840286255,0.9359976053237915
-5318503897097653284,6354029,2687.68994140625,1.0,0.9368990659713745,0.9284855723381042
-557733394243578148,3355466,1057.700927734375,1.0,0.934495210647583,0.9270833134651184
7015664344509934251,48231818,5002.5986328125,0.9998998641967773,0.9197716116905212,0.9158653616905212
3173401953012815112,12945034,2108.4130859375,1.0,0.9246794581413269,0.9225761294364929
5764540586279871053,12508170,1942.52490234375,1.0,0.9306890964508057,0.9291867017745972
-6845695439993139291,3355466,1053.1090087890625,1.0,0.9306890964508057,0.9259815812110901
3569227768410300643,12508170,1933.02001953125,1.0,0.9358974099159241,0.9343950152397156
5077824207113405439,12508170,1957.06494140625,1.0,0.9225761294364929,0.9186698794364929
-9177856762712722214,12945034,2094.6298828125,1.0,0.9333934187889099,0.9291867017745972
8356932272552546142,12508170,1950.5469970703125,1.0,0.9253805875778198,0.9242788553237915
-5300219531225957489,13381898,2244.031005859375,1.0,0.9431089758872986,0.9358974099159241
1129831078523494694,6627802,2853.29296875,1.0,0.9380007982254028,0.9304887652397156
-1312734512119099643,6632425,2843.5849609375,1.0,0.9330929517745972,0.9270833134651184
-7079370135646303899,49105546,5116.583984375,0.9998998641967773,0.920973539352417,0.9192708134651184
-3679646466735826093,49105546,5341.8271484375,1.0,0.9279847741127014,0.9278846383094788
6853308758622922051,49979274,5384.7109375,1.0,0.9340945482254028,0.9318910241127014
3572021536971307252,5758697,1555.72900390625,1.0,0.9239783883094788,0.921875
-3973808869679080692,12945034,2875.7421875,1.0,0.94140625,0.9308894276618958
4238244333864195563,5755750,1582.5660400390625,1.0,0.9336938858032227,0.9294871687889099
2286473240679332861,5767264,1554.5579833984375,1.0,0.9292868375778198,0.9275841116905212
486114795055303474,12508170,1929.280029296875,1.0,0.9354968070983887,0.9356971383094788
-1594170400073358903,5758697,1576.22998046875,0.9998998641967773,0.9321914911270142,0.9269831776618958
8147104745743548975,12945034,2115.1298828125,1.0,0.9349960088729858,0.9292868375778198
-160689198673584815,5771887,1579.85693359375,1.0,0.9251803159713745,0.9232772588729858
-3168574080364962135,49105546,5218.302734375,1.0,0.9104567170143127,0.9069511294364929
-6000721369839297891,12945034,2097.2421875,1.0,0.9392027258872986,0.9354968070983887
-1539715567254398639,49105546,5178.85205078125,1.0,0.92578125,0.9272836446762085
-3060124962087184560,48231818,4950.69189453125,0.9998998641967773,0.9108573794364929,0.9055488705635071
8779397640493335226,12508170,1957.89794921875,1.0,0.9396033883094788,0.9373998641967773
6031163812277688279,12945034,2075.18994140625,1.0,0.9332932829856873,0.9329928159713745
-4691077641658312041,6034146,1718.06201171875,1.0,0.9356971383094788,0.9345953464508057
-7759707993773177949,6045660,1727.988037109375,1.0,0.9388020634651184,0.9345953464508057
4101392397816771917,48231818,4964.6279296875,1.0,0.9183694124221802,0.9205729365348816
-7777928867422371854,49105546,5172.05712890625,1.0,0.9295873641967773,0.9273838400840759
5876831569397320687,12945034,2087.239013671875,1.0,0.9354968070983887,0.9351963400840759
-1453786398390025820,12508170,1927.0059814453125,1.0,0.9167668223381042,0.9089543223381042
-458721303730626548,3573898,1169.094970703125,1.0,0.9406049847602844,0.9346955418586731
-3249254606812660617,5767264,1573.031982421875,0.9998998641967773,0.9261819124221802,0.9232772588729858
3041429141881170533,49105546,5290.994140625,1.0,0.9269831776618958,0.9178686141967773
5062272766315701273,12945034,2087.408203125,1.0,0.9399038553237915,0.9380007982254028
-8987917159483402438,48231818,4951.27490234375,1.0,0.9229767918586731,0.9186698794364929
2366391419818108430,49105546,5185.376953125,1.0,0.9412059187889099,0.9331930875778198
2573796171717817697,5468787,1430.9229736328125,1.0,0.9185696840286255,0.9204727411270142
-5471299320491263707,3792330,1291.132080078125,1.0,0.9445112347602844,0.9342948794364929
-3652045171885596957,6324056,1877.00390625,1.0,0.9427083134651184,0.9354968070983887
-2834546261938563204,12508170,1970.053955078125,1.0,0.9260817170143127,0.9217748641967773
-7793174976467516483,49979274,5474.7216796875,1.0,0.9428085088729858,0.9314903616905212
2438312963582349781,13381898,2237.54296875,1.0,0.9389022588729858,0.9409054517745972
2845568813256756733,6048607,1728.089111328125,1.0,0.9372996687889099,0.934495210647583
-7359979079667640243,5755750,1578.5250244140625,1.0,0.9360977411270142,0.9353966116905212
5383548554500031486,5468787,1411.1279296875,0.9996995329856873,0.9051482081413269,0.8966346383094788
-8452512789381713283,13818762,3241.23193359375,1.0,0.9389022588729858,0.9327924847602844
-6019318704591500065,49979274,5336.14892578125,1.0,0.9458132982254028,0.9409054517745972
-9112161825460315608,12071306,1784.98193359375,1.0,0.9274839758872986,0.9273838400840759
-6214868608652833787,12508170,1970.52001953125,1.0,0.9377003312110901,0.9358974099159241
7930028263974867838,12945034,2079.1708984375,1.0,0.9389022588729858,0.9399038553237915
4307511384221408415,12508170,1942.575927734375,1.0,0.9198718070983887,0.9158653616905212
-9034700930200098788,49979274,5517.52392578125,0.9998998641967773,0.9185696840286255,0.9100561141967773
-3000693534748011371,5744236,1564.529052734375,1.0,0.9360977411270142,0.9294871687889099
3014747207281378273,49105546,5181.17822265625,1.0,0.9339944124221802,0.9301882982254028
