hash,trainable_parameters,training_time,train_accuracy,validation_accuracy,test_accuracy
-7963509744966942775,12508170,1960.9940185546875,1.0,0.9267828464508057,0.9241786599159241
-3828352110072570162,6919388,3022.93896484375,1.0,0.9407051205635071,0.9353966116905212
-8052715539302226042,48231818,4953.494140625,1.0,0.9413061141967773,0.9347956776618958
6369951676607689127,12071306,1824.97607421875,1.0,0.9154647588729858,0.9127604365348816
4885437195298349802,12508170,1953.4609375,1.0,0.9160656929016113,0.913161039352417
7984795033960663710,12508170,1949.696044921875,1.0,0.9144631624221802,0.9063501358032227
-6425221350414664510,3355466,1053.239013671875,0.9998998641967773,0.9373998641967773,0.9322916865348816
8683290951168681820,6337246,1876.47802734375,1.0,0.9410055875778198,0.9318910241127014
-9200496976881098904,12508170,1973.2340087890625,1.0,0.9245793223381042,0.9196714758872986
7334654912322346604,6045660,1713.89599609375,1.0,0.9370993375778198,0.9392027258872986
2032079008366391202,49105546,5284.904296875,1.0,0.9382011294364929,0.9324919581413269
-134694141820071488,6058850,1729.876953125,1.0,0.9352964758872986,0.9323918223381042
8648432243880240605,12508170,1941.85888671875,1.0,0.9255809187889099,0.9228765964508057
5050137373836387474,12508170,1960.06103515625,1.0,0.9180688858032227,0.9168669581413269
180604540458751144,13381898,2246.009033203125,1.0,0.9390023946762085,0.9381009340286255
-6381273353828770915,13381898,3068.31591796875,1.0,0.9328926205635071,0.9263821840286255
4229619991288932656,12945034,2104.491943359375,1.0,0.9312900900840759,0.9271835088729858
2718588018860522281,48231818,5133.447265625,0.9991987347602844,0.8909254670143127,0.8840144276618958
4783014716046044359,12945034,2098.89404296875,1.0,0.9386017918586731,0.9356971383094788
-7578816186974933221,3137034,932.5460205078125,1.0,0.9173678159713745,0.9120593070983887
-3936801530005977008,13381898,2259.078125,1.0,0.9450120329856873,0.9399038553237915
-2449792325090912982,13818762,3242.53515625,1.0,0.9440104365348816,0.9371995329856873
5307266915894410450,6034146,1715.573974609375,1.0,0.9369992017745972,0.9327924847602844
4381632835341835350,5760373,1575.927001953125,1.0,0.9304887652397156,0.9300881624221802
8335438625372280415,12945034,2877.094970703125,1.0,0.9422075152397156,0.9342948794364929
-5308394703780565727,3573898,1167.0260009765625,1.0,0.9382011294364929,0.9352964758872986
-1742670689753118631,12071306,1822.751953125,1.0,0.9307892918586731,0.9296875
-1647266950403766978,5742560,1564.0,1.0,0.9361979365348816,0.9279847741127014
7684902607449747998,12945034,2123.39404296875,1.0,0.9360977411270142,0.9358974099159241
3838493592988626356,12071306,1817.0269775390625,1.0,0.9161658883094788,0.9085536599159241
801269622963856837,5742560,1549.93798828125,1.0,0.9358974099159241,0.9328926205635071
4554868568438404534,3355466,1043.154052734375,1.0,0.9311898946762085,0.9301882982254028
8020543954818478592,12945034,2091.75,1.0,0.9394030570983887,0.9366987347602844
1286605959008886485,49979274,5343.0478515625,1.0,0.9422075152397156,0.9369992017745972
-5732429810746397923,12508170,1960.4530029296875,0.9998998641967773,0.9139623641967773,0.9108573794364929
7420631071863109136,6032470,1712.490966796875,1.0,0.9356971383094788,0.9340945482254028
1130603464632198291,12945034,2100.6728515625,1.0,0.9356971383094788,0.9325921535491943
-2418686108020106365,13381898,3073.6669921875,1.0,0.9390023946762085,0.93359375
-6755246287330145417,49979274,5411.095703125,1.0,0.9441105723381042,0.9375
8746280641489280836,5744236,1580.658935546875,1.0,0.9359976053237915,0.9318910241127014
5137283624638029624,12071306,1762.18896484375,1.0,0.924879789352417,0.9175680875778198
-5027335932737271322,48231818,4993.0859375,0.9998998641967773,0.9230769276618958,0.9197716116905212
6810325335728796403,12945034,2095.384033203125,1.0,0.9385015964508057,0.932692289352417
-2480586329751245828,5480301,1418.715087890625,0.9994992017745972,0.9091546535491943,0.9012419581413269
2648430586947417235,12945034,2094.31005859375,1.0,0.9263821840286255,0.9230769276618958
-6428865560633123267,12945034,2094.6298828125,1.0,0.9333934187889099,0.9291867017745972
-414802437644540833,12508170,1927.154052734375,1.0,0.9325921535491943,0.9321914911270142
-6374033214349529506,5742560,1532.278076171875,1.0,0.9290865659713745,0.9240785241127014
-5330190678107574291,13381898,2258.30712890625,1.0,0.9421073794364929,0.9408053159713745
3412963223231713516,12945034,2097.87890625,1.0,0.9396033883094788,0.9331930875778198
7246692131353599601,12945034,2107.77490234375,1.0,0.9409054517745972,0.9357972741127014
4011987325678958270,13381898,3074.71923828125,1.0,0.9434094429016113,0.9369992017745972
5922590553944927854,49979274,5507.1962890625,1.0,0.9369992017745972,0.9359976053237915
8601574836681149602,12071306,1815.176025390625,0.9998998641967773,0.9265825152397156,0.9268830418586731
-1873963791187161946,13381898,2239.2841796875,1.0,0.9432091116905212,0.9370993375778198
-1606753061354154077,13818762,3248.5771484375,1.0,0.9418069124221802,0.9340945482254028
7792635190744592348,5758697,1567.14306640625,1.0,0.9307892918586731,0.928786039352417
3553438617410453735,5484924,1406.027099609375,0.9975961446762085,0.8938301205635071,0.8846153616905212
4371526635449729553,12508170,1943.845947265625,1.0,0.9332932829856873,0.9322916865348816
7308026722352582821,5755750,1558.14208984375,1.0,0.9300881624221802,0.9301882982254028
-5305131884982372035,12945034,2072.1611328125,1.0,0.9339944124221802,0.9302884340286255
-7146444716769516461,5771887,1578.64599609375,1.0,0.9255809187889099,0.9225761294364929
-5378699370731421779,13381898,2238.255859375,1.0,0.9406049847602844,0.9355969429016113
5336922641221316477,5755750,1578.0250244140625,1.0,0.9364984035491943,0.9341946840286255
-8670922943697237520,12945034,2077.47509765625,1.0,0.9338942170143127,0.9364984035491943
-410975899594258016,5771887,1573.783935546875,0.9998998641967773,0.9243789911270142,0.9236778616905212
-681674023658381771,12945034,2107.669921875,1.0,0.9358974099159241,0.9351963400840759
8515671929429132077,49105546,5268.6083984375,1.0,0.9409054517745972,0.9355969429016113
-7982046825967003269,12508170,1931.31591796875,1.0,0.9264823794364929,0.9238781929016113
2443400114987606906,5761019,1583.6610107421875,1.0,0.9300881624221802,0.9230769276618958
-6865035217828615504,12945034,2103.550048828125,1.0,0.9426081776618958,0.9366987347602844
3550751307369716851,48231818,5078.9248046875,0.9996995329856873,0.8991386294364929,0.8948317170143127
-7824546940150266323,13818762,3245.02685546875,1.0,0.9418069124221802,0.9381009340286255
6577087163684359377,49979274,5518.19921875,1.0,0.9321914911270142,0.9294871687889099
6518282911035497309,3355466,1064.986083984375,1.0,0.9339944124221802,0.9297876358032227
906371101356783683,49979274,5400.07421875,1.0,0.9315905570983887,0.9250801205635071
2003543492236841653,5468787,1412.383056640625,0.9998998641967773,0.9120593070983887,0.9016426205635071
5876000770628579980,12508170,1954.60498046875,1.0,0.9355969429016113,0.9325921535491943
-8053531912499103110,12071306,1813.239013671875,0.9997996687889099,0.9087539911270142,0.9026442170143127
7567975354510637631,5452650,1409.0400390625,1.0,0.9313902258872986,0.9263821840286255
667990888674631931,12508170,1961.986083984375,1.0,0.9345953464508057,0.9322916865348816
-7809700762723176723,12945034,2071.626953125,1.0,0.934495210647583,0.9276843070983887
-6863703427493384682,12945034,2936.94189453125,1.0,0.9380007982254028,0.9337940812110901
6029419834711422357,3355466,1041.714111328125,1.0,0.9342948794364929,0.9260817170143127
9185482862948405013,5484924,1410.64404296875,0.9982972741127014,0.8940304517745972,0.8823117017745972
6562281640233445719,12945034,2097.762939453125,1.0,0.9341946840286255,0.9318910241127014
-7985008551513229167,12508170,1963.1279296875,1.0,0.9275841116905212,0.9242788553237915
-1888635584595882063,12508170,1947.3489990234375,1.0,0.9213742017745972,0.921875
4553645909846949187,5777156,1576.6640625,0.9994992017745972,0.9077523946762085,0.9033453464508057
1327737764711723819,49105546,5308.3388671875,1.0,0.9352964758872986,0.932692289352417
9209814482600751863,12508170,1937.2860107421875,1.0,0.9378004670143127,0.9340945482254028
5698617821193319684,48231818,4956.41796875,0.9998998641967773,0.911057710647583,0.9022436141967773
2987022754250045567,47358090,4669.49609375,0.9921875,0.8742988705635071,0.8634815812110901
-4402597812578807018,48231818,4953.36328125,1.0,0.9424078464508057,0.9345953464508057
-8547635131202434167,3355466,1041.5880126953125,1.0,0.9296875,0.9233773946762085
-3150816868309254035,6050929,1722.89404296875,1.0,0.9349960088729858,0.9356971383094788
-1579486441892562477,49105546,5334.89794921875,0.9998998641967773,0.9201722741127014,0.9128605723381042
-4218744851900303744,13818762,3248.18115234375,1.0,0.9325921535491943,0.9242788553237915
-846674121158262924,12945034,2112.302978515625,1.0,0.9309895634651184,0.9272836446762085
6964456256892580307,12945034,2118.095947265625,1.0,0.9382011294364929,0.9355969429016113
6920717292187411246,5771887,1567.782958984375,1.0,0.9302884340286255,0.9258813858032227
-3825895802238539011,3573898,1165.6810302734375,1.0,0.9376001358032227,0.93359375
1143741553923561804,5468787,1417.929931640625,0.9994992017745972,0.9144631624221802,0.90625
2817864744156018929,48231818,4981.0078125,1.0,0.9125601053237915,0.9122596383094788
